,Bike,length of longest straight,Right_Corners,Left_Corners,Year,track_width,MotoGP_avg_speed,GP_distance,corners,Rider_Name,points_mean,Finish_Time_ms,Track_Condition,Track_Temp,Humidity,Position,Track,Trk Length,Team_Name,Nationality
113,honda,674.0,9.0,5.0,2008,13.0,161.8,113.0,14.0,andrea dovizioso,12.598360655737705,2693194.0,dry,26.0,38.0,6,fra - le mans,4.2,jir team scot motogp,ita
114,honda,1047.0,8.0,6.0,2008,12.0,164.4,111.0,14.0,andrea dovizioso,12.598360655737705,2593068.0,dry,39.0,34.0,4,cat - circuit de barcelona-catalunya,4.6,jir team scot motogp,ita
115,honda,487.0,12.0,6.0,2008,14.0,173.1,118.1,18.0,andrea dovizioso,12.598360655737705,2559683.0,dry,24.0,62.0,5,ned - tt circuit assen,4.5,jir team scot motogp,ita
116,honda,700.0,3.0,10.0,2008,12.0,160.6,110.1,13.0,andrea dovizioso,12.598360655737705,2892079.0,wet,17.0,82.0,5,ger - sachsenring,3.7,jir team scot motogp,ita
117,honda,636.0,8.0,6.0,2008,15.0,165.5,113.5,14.0,andrea dovizioso,12.598360655737705,2647663.0,dry,29.0,33.0,9,cze - automotodrom brno,5.4,jir team scot motogp,ita
118,honda,530.0,10.0,6.0,2008,14.0,162.6,114.1,16.0,andrea dovizioso,12.598360655737705,2709475.0,dry,48.0,29.0,8,rsm - misano world circuit marco simoncelli,4.2,jir team scot motogp,ita
119,honda,762.0,8.0,6.0,2008,15.0,162.2,115.2,14.0,andrea dovizioso,12.598360655737705,2615818.0,dry,23.0,51.0,9,jpn - twin ring motegi,4.8,jir team scot motogp,ita
120,honda,920.0,10.0,5.0,2008,16.0,164.0,110.9,15.0,andrea dovizioso,12.598360655737705,2594543.0,dry,42.0,25.0,3,mal - sepang international circuit,5.5,jir team scot motogp,ita
121,honda,876.0,5.0,9.0,2008,12.0,139.8,108.1,14.0,andrea dovizioso,12.598360655737705,2830273.0,dry,34.0,41.0,4,val - circuit ricardo tormo,4.0,jir team scot motogp,ita
122,honda,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,marc marquez,20.05263157894737,2554681.0,dry,23.0,46.0,2,qat - losail international circuit,5.4,repsol honda team,spa
123,honda,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,marc marquez,20.05263157894737,2480202.0,wet,23.0,94.0,18,arg - termas de río hondo,4.8,repsol honda team,spa
124,honda,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,marc marquez,20.05263157894737,2512002.0,dry,35.0,45.0,1,ame - circuit of the americas,5.5,repsol honda team,spa
125,honda,607.0,8.0,6.0,2018,11.0,161.2,110.6,14.0,marc marquez,20.05263157894737,2499678.0,dry,40.0,41.0,1,spa - circuito de jerez,4.4,repsol honda team,spa
126,honda,674.0,9.0,5.0,2018,13.0,161.8,113.0,14.0,marc marquez,20.05263157894737,2509773.0,dry,45.0,41.0,1,fra - le mans,4.2,repsol honda team,spa
127,honda,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,marc marquez,20.05263157894737,2418045.0,dry,45.0,51.0,2,cat - circuit de barcelona-catalunya,4.6,repsol honda team,spa
128,honda,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,marc marquez,20.05263157894737,2473863.0,dry,40.0,32.0,1,ned - tt circuit assen,4.5,repsol honda team,spa
129,honda,700.0,3.0,10.0,2018,12.0,160.6,110.1,13.0,marc marquez,20.05263157894737,2465019.0,dry,48.0,48.0,1,ger - sachsenring,3.7,repsol honda team,spa
130,honda,636.0,8.0,6.0,2018,15.0,165.5,113.5,14.0,marc marquez,20.05263157894737,2468096.0,dry,41.0,44.0,3,cze - automotodrom brno,5.4,repsol honda team,spa
131,honda,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,marc marquez,20.05263157894737,2528248.0,dry,41.0,57.0,2,rsm - misano world circuit marco simoncelli,4.2,repsol honda team,spa
132,honda,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,marc marquez,20.05263157894737,2515949.0,dry,45.0,36.0,1,ara - motorland aragón,5.1,repsol honda team,spa
133,honda,762.0,8.0,6.0,2018,15.0,162.2,115.2,14.0,marc marquez,20.05263157894737,2556438.0,dry,35.0,34.0,1,jpn - twin ring motegi,4.8,repsol honda team,spa
134,honda,920.0,10.0,5.0,2018,16.0,164.0,110.9,15.0,marc marquez,20.05263157894737,2432372.0,dry,53.0,55.0,1,mal - sepang international circuit,5.5,repsol honda team,spa
