,Bike,length of longest straight,Right_Corners,Left_Corners,Year,track_width,MotoGP_avg_speed,GP_distance,corners,Rider_Name,points_mean,Track_Condition,Track_Temp,Humidity,Track,Finish_Time_ms
548,68,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,288,13.644444444444444,0,45.0,36.0,1,2538406.0
549,68,762.0,8.0,6.0,2018,15.0,162.2,115.2,14.0,288,13.644444444444444,0,35.0,34.0,7,2569768.0
550,68,920.0,10.0,5.0,2018,16.0,164.0,110.9,15.0,288,13.644444444444444,0,53.0,55.0,8,2437039.0
551,68,1068.0,10.0,6.0,2017,12.0,166.6,118.4,16.0,288,13.644444444444444,0,22.0,96.0,10,2339999.0
552,68,1076.0,9.0,5.0,2017,16.0,172.7,120.2,14.0,288,13.644444444444444,0,25.0,60.0,2,2505060.0
553,68,607.0,8.0,6.0,2017,11.0,161.2,110.6,14.0,288,13.644444444444444,0,41.0,25.0,12,2751383.0
554,68,674.0,9.0,5.0,2017,13.0,161.8,113.0,14.0,288,13.644444444444444,0,37.0,50.0,5,2609793.0
555,68,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,288,13.644444444444444,0,54.0,20.0,3,2705707.0
556,68,700.0,3.0,10.0,2017,12.0,160.6,110.1,13.0,288,13.644444444444444,0,26.0,65.0,6,2473778.0
557,68,636.0,8.0,6.0,2017,15.0,165.5,113.5,14.0,288,13.644444444444444,1,24.0,70.0,4,2674109.0
558,68,530.0,10.0,6.0,2017,14.0,162.6,114.1,16.0,288,13.644444444444444,1,19.0,97.0,11,3058124.0
559,68,968.0,7.0,10.0,2017,15.0,167.0,116.8,17.0,288,13.644444444444444,0,40.0,44.0,1,2532072.0
560,68,762.0,8.0,6.0,2017,15.0,162.2,115.2,14.0,288,13.644444444444444,1,15.0,97.0,7,2870811.0
561,68,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,288,13.644444444444444,0,33.0,89.0,8,2729550.0
562,68,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,288,13.644444444444444,0,26.0,22.0,13,2803137.0
563,60,1068.0,10.0,6.0,2016,12.0,166.6,118.4,16.0,288,13.644444444444444,0,23.0,71.0,10,2563875.0
564,60,1200.0,9.0,11.0,2016,15.0,158.4,110.3,20.0,288,13.644444444444444,0,34.0,62.0,0,2656367.0
565,60,607.0,8.0,6.0,2016,11.0,161.2,110.6,14.0,288,13.644444444444444,0,40.0,37.0,12,2745606.0
566,60,674.0,9.0,5.0,2016,13.0,161.8,113.0,14.0,288,13.644444444444444,0,35.0,40.0,5,2645467.0
567,60,1047.0,8.0,6.0,2016,12.0,164.4,111.0,14.0,288,13.644444444444444,0,48.0,44.0,3,2701977.0
568,60,700.0,3.0,10.0,2016,12.0,160.6,110.1,13.0,288,13.644444444444444,1,24.0,86.0,6,2865397.0
569,60,636.0,8.0,6.0,2016,15.0,165.5,113.5,14.0,288,13.644444444444444,1,18.0,100.0,4,2888871.0
570,60,530.0,10.0,6.0,2016,14.0,162.6,114.1,16.0,288,13.644444444444444,0,43.0,59.0,11,2638991.0
571,60,968.0,7.0,10.0,2016,15.0,167.0,116.8,17.0,288,13.644444444444444,0,36.0,58.0,1,2525916.0
572,60,762.0,8.0,6.0,2016,15.0,162.2,115.2,14.0,288,13.644444444444444,0,36.0,37.0,7,2558714.0
573,60,920.0,10.0,5.0,2016,16.0,164.0,110.9,15.0,288,13.644444444444444,1,28.0,97.0,8,2570265.0
574,60,876.0,5.0,9.0,2016,12.0,139.8,108.1,14.0,288,13.644444444444444,0,25.0,42.0,13,2764838.0
575,60,1068.0,10.0,6.0,2015,12.0,166.6,118.4,16.0,288,13.644444444444444,0,28.0,83.0,10,2589180.0
576,60,1200.0,9.0,11.0,2015,15.0,158.4,110.3,20.0,288,13.644444444444444,0,36.0,62.0,0,2665720.0
577,60,1076.0,9.0,5.0,2015,16.0,172.7,120.2,14.0,288,13.644444444444444,0,36.0,71.0,2,2530452.0
578,60,607.0,8.0,6.0,2015,11.0,161.2,110.6,14.0,288,13.644444444444444,0,30.0,41.0,12,2748920.0
579,60,674.0,9.0,5.0,2015,13.0,161.8,113.0,14.0,288,13.644444444444444,0,32.0,45.0,5,2665714.0
580,60,1047.0,8.0,6.0,2015,12.0,164.4,111.0,14.0,288,13.644444444444444,0,49.0,46.0,3,2602767.0
581,60,487.0,12.0,6.0,2015,14.0,173.1,118.1,18.0,288,13.644444444444444,0,30.0,66.0,9,2481275.0
582,60,700.0,3.0,10.0,2015,12.0,160.6,110.1,13.0,288,13.644444444444444,0,42.0,38.0,6,2498361.0
583,60,530.0,10.0,6.0,2015,14.0,162.6,114.1,16.0,288,13.644444444444444,0,31.0,34.0,11,2956144.0
584,60,968.0,7.0,10.0,2015,15.0,167.0,116.8,17.0,288,13.644444444444444,0,39.0,50.0,1,2549188.0
585,60,920.0,10.0,5.0,2015,16.0,164.0,110.9,15.0,288,13.644444444444444,0,47.0,48.0,8,2477127.0
586,60,876.0,5.0,9.0,2015,12.0,139.8,108.1,14.0,288,13.644444444444444,0,29.0,63.0,13,2799110.0
629,24,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,79,16.435714285714287,0,23.0,46.0,10,2559275.0
630,24,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,79,16.435714285714287,0,35.0,45.0,0,2530203.0
631,24,674.0,9.0,5.0,2018,13.0,161.8,113.0,14.0,79,16.435714285714287,0,45.0,41.0,5,2517192.0
632,24,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,79,16.435714285714287,0,45.0,51.0,3,2424206.0
633,24,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,79,16.435714285714287,0,40.0,32.0,9,2489906.0
634,24,700.0,3.0,10.0,2018,12.0,160.6,110.1,13.0,79,16.435714285714287,0,48.0,48.0,6,2477730.0
635,24,636.0,8.0,6.0,2018,15.0,165.5,113.5,14.0,79,16.435714285714287,0,41.0,44.0,4,2475207.0
636,24,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,79,16.435714285714287,0,41.0,57.0,11,2542834.0
637,24,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,79,16.435714285714287,0,45.0,36.0,1,2521223.0
638,24,762.0,8.0,6.0,2018,15.0,162.2,115.2,14.0,79,16.435714285714287,0,35.0,34.0,7,2572020.0
639,24,920.0,10.0,5.0,2018,16.0,164.0,110.9,15.0,79,16.435714285714287,0,53.0,55.0,8,2438562.0
640,24,1068.0,10.0,6.0,2017,12.0,166.6,118.4,16.0,79,16.435714285714287,0,22.0,96.0,10,2347127.0
641,24,1200.0,9.0,11.0,2017,15.0,158.4,110.3,20.0,79,16.435714285714287,0,40.0,31.0,0,2643882.0
642,24,607.0,8.0,6.0,2017,11.0,161.2,110.6,14.0,79,16.435714285714287,0,41.0,25.0,12,2726827.0
643,24,674.0,9.0,5.0,2017,13.0,161.8,113.0,14.0,79,16.435714285714287,0,37.0,50.0,5,2617510.0
644,24,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,79,16.435714285714287,0,54.0,20.0,3,2688292.0
645,24,487.0,12.0,6.0,2017,14.0,173.1,118.1,18.0,79,16.435714285714287,1,25.0,76.0,9,2571493.0
646,24,700.0,3.0,10.0,2017,12.0,160.6,110.1,13.0,79,16.435714285714287,0,26.0,65.0,6,2471071.0
647,24,636.0,8.0,6.0,2017,15.0,165.5,113.5,14.0,79,16.435714285714287,1,24.0,70.0,4,2668412.0
648,24,530.0,10.0,6.0,2017,14.0,162.6,114.1,16.0,79,16.435714285714287,1,19.0,97.0,11,3140422.0
649,24,968.0,7.0,10.0,2017,15.0,167.0,116.8,17.0,79,16.435714285714287,0,40.0,44.0,1,2527695.0
650,24,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,79,16.435714285714287,0,33.0,89.0,8,2720641.0
651,24,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,79,16.435714285714287,0,26.0,22.0,13,2768125.0
652,24,1068.0,10.0,6.0,2016,12.0,166.6,118.4,16.0,79,16.435714285714287,0,23.0,71.0,10,2562535.0
653,24,1076.0,9.0,5.0,2016,16.0,172.7,120.2,14.0,79,16.435714285714287,0,30.0,89.0,2,2081728.0
654,24,607.0,8.0,6.0,2016,11.0,161.2,110.6,14.0,79,16.435714285714287,0,40.0,37.0,12,2739185.0
655,24,674.0,9.0,5.0,2016,13.0,161.8,113.0,14.0,79,16.435714285714287,0,35.0,40.0,5,2650009.0
656,24,1047.0,8.0,6.0,2016,12.0,164.4,111.0,14.0,79,16.435714285714287,0,48.0,44.0,3,2683902.0
657,24,700.0,3.0,10.0,2016,12.0,160.6,110.1,13.0,79,16.435714285714287,1,24.0,86.0,6,2849159.0
658,24,636.0,8.0,6.0,2016,15.0,165.5,113.5,14.0,79,16.435714285714287,1,18.0,100.0,4,2905387.0
659,24,530.0,10.0,6.0,2016,14.0,162.6,114.1,16.0,79,16.435714285714287,0,43.0,59.0,11,2623524.0
660,24,968.0,7.0,10.0,2016,15.0,167.0,116.8,17.0,79,16.435714285714287,0,36.0,58.0,1,2534750.0
661,24,1068.0,10.0,6.0,2015,12.0,166.6,118.4,16.0,79,16.435714285714287,0,28.0,83.0,10,2566472.0
662,24,674.0,9.0,5.0,2015,13.0,161.8,113.0,14.0,79,16.435714285714287,0,32.0,45.0,5,2705050.0
663,24,1047.0,8.0,6.0,2015,12.0,164.4,111.0,14.0,79,16.435714285714287,0,49.0,46.0,3,2592663.0
664,24,487.0,12.0,6.0,2015,14.0,173.1,118.1,18.0,79,16.435714285714287,0,30.0,66.0,9,2478693.0
665,24,700.0,3.0,10.0,2015,12.0,160.6,110.1,13.0,79,16.435714285714287,0,42.0,38.0,6,2463313.0
666,24,636.0,8.0,6.0,2015,15.0,165.5,113.5,14.0,79,16.435714285714287,0,39.0,54.0,4,2588692.0
667,24,530.0,10.0,6.0,2015,14.0,162.6,114.1,16.0,79,16.435714285714287,0,31.0,34.0,11,2943335.0
668,24,968.0,7.0,10.0,2015,15.0,167.0,116.8,17.0,79,16.435714285714287,0,39.0,50.0,1,2507616.0
669,24,762.0,8.0,6.0,2015,15.0,162.2,115.2,14.0,79,16.435714285714287,1,21.0,93.0,7,2810767.0
670,24,920.0,10.0,5.0,2015,16.0,164.0,110.9,15.0,79,16.435714285714287,0,47.0,48.0,8,2437691.0
671,24,876.0,5.0,9.0,2015,12.0,139.8,108.1,14.0,79,16.435714285714287,0,29.0,63.0,13,2760018.0
672,24,1068.0,10.0,6.0,2014,12.0,166.6,118.4,16.0,79,16.435714285714287,0,18.0,60.0,10,2563931.0
673,24,1200.0,9.0,11.0,2014,15.0,158.4,110.3,20.0,79,16.435714285714287,0,32.0,71.0,0,2617554.0
674,24,1076.0,9.0,5.0,2014,16.0,172.7,120.2,14.0,79,16.435714285714287,0,37.0,60.0,2,2501658.0
675,24,607.0,8.0,6.0,2014,11.0,161.2,110.6,14.0,79,16.435714285714287,0,50.0,25.0,12,2725663.0
676,24,674.0,9.0,5.0,2014,13.0,161.8,113.0,14.0,79,16.435714285714287,0,42.0,35.0,5,2648002.0
677,24,1047.0,8.0,6.0,2014,12.0,164.4,111.0,14.0,79,16.435714285714287,0,34.0,61.0,3,2578748.0
678,24,487.0,12.0,6.0,2014,14.0,173.1,118.1,18.0,79,16.435714285714287,1,25.0,69.0,9,2620745.0
679,24,700.0,3.0,10.0,2014,12.0,160.6,110.1,13.0,79,16.435714285714287,2,27.0,66.0,6,2509130.0
680,24,636.0,8.0,6.0,2014,15.0,165.5,113.5,14.0,79,16.435714285714287,0,23.0,71.0,4,2567800.0
681,24,530.0,10.0,6.0,2014,14.0,162.6,114.1,16.0,79,16.435714285714287,0,37.0,45.0,11,2658862.0
682,24,968.0,7.0,10.0,2014,15.0,167.0,116.8,17.0,79,16.435714285714287,0,20.0,93.0,1,2744932.0
683,24,762.0,8.0,6.0,2014,15.0,162.2,115.2,14.0,79,16.435714285714287,0,27.0,57.0,7,2544416.0
684,24,876.0,5.0,9.0,2014,12.0,139.8,108.1,14.0,79,16.435714285714287,0,22.0,45.0,13,2813667.0
685,24,1068.0,10.0,6.0,2013,12.0,166.6,118.4,16.0,79,16.435714285714287,0,23.0,66.0,10,2569275.0
686,24,1200.0,9.0,11.0,2013,15.0,158.4,110.3,20.0,79,16.435714285714287,0,38.0,46.0,0,2623657.0
687,24,607.0,8.0,6.0,2013,11.0,161.2,110.6,14.0,79,16.435714285714287,0,47.0,38.0,12,2717632.0
688,24,674.0,9.0,5.0,2013,13.0,161.8,113.0,14.0,79,16.435714285714287,1,18.0,93.0,5,2957707.0
689,24,1047.0,8.0,6.0,2013,12.0,164.4,111.0,14.0,79,16.435714285714287,0,52.0,29.0,3,2588242.0
690,24,487.0,12.0,6.0,2013,14.0,173.1,118.1,18.0,79,16.435714285714287,0,18.0,49.0,9,2493034.0
691,24,636.0,8.0,6.0,2013,15.0,165.5,113.5,14.0,79,16.435714285714287,0,23.0,70.0,4,2571042.0
692,24,530.0,10.0,6.0,2013,14.0,162.6,114.1,16.0,79,16.435714285714287,0,31.0,56.0,11,2652890.0
693,24,920.0,10.0,5.0,2013,16.0,164.0,110.9,15.0,79,16.435714285714287,0,44.0,58.0,8,2445191.0
694,24,762.0,8.0,6.0,2013,15.0,162.2,115.2,14.0,79,16.435714285714287,0,31.0,33.0,7,2558883.0
695,24,876.0,5.0,9.0,2013,12.0,139.8,108.1,14.0,79,16.435714285714287,0,26.0,28.0,13,2774236.0
696,24,1068.0,10.0,6.0,2012,12.0,166.6,118.4,16.0,79,16.435714285714287,0,23.0,53.0,10,2565066.0
697,24,607.0,8.0,6.0,2012,11.0,161.2,110.6,14.0,79,16.435714285714287,0,15.0,78.0,12,2735960.0
698,24,674.0,9.0,5.0,2012,13.0,161.8,113.0,14.0,79,16.435714285714287,1,19.0,96.0,5,3009104.0
699,24,1047.0,8.0,6.0,2012,12.0,164.4,111.0,14.0,79,16.435714285714287,0,40.0,49.0,3,2592684.0
700,24,487.0,12.0,6.0,2012,14.0,173.1,118.1,18.0,79,16.435714285714287,0,37.0,44.0,9,2484820.0
701,24,700.0,3.0,10.0,2012,12.0,160.6,110.1,13.0,79,16.435714285714287,0,37.0,47.0,6,2488396.0
702,24,636.0,8.0,6.0,2012,15.0,165.5,113.5,14.0,79,16.435714285714287,0,23.0,79.0,4,2571570.0
703,24,968.0,7.0,10.0,2012,15.0,167.0,116.8,17.0,79,16.435714285714287,0,23.0,51.0,1,2530444.0
704,24,762.0,8.0,6.0,2012,15.0,162.2,115.2,14.0,79,16.435714285714287,0,23.0,55.0,7,2551569.0
705,24,876.0,5.0,9.0,2012,12.0,139.8,108.1,14.0,79,16.435714285714287,1,15.0,81.0,13,2903819.0
706,24,1068.0,10.0,6.0,2011,12.0,166.6,118.4,16.0,79,16.435714285714287,0,20.0,31.0,10,2563620.0
707,24,607.0,8.0,6.0,2011,11.0,161.2,110.6,14.0,79,16.435714285714287,1,15.0,90.0,12,3068385.0
708,24,700.0,3.0,10.0,2011,12.0,160.6,110.1,13.0,79,16.435714285714287,0,29.0,49.0,6,2472482.0
709,24,530.0,10.0,6.0,2011,14.0,162.6,114.1,16.0,79,16.435714285714287,0,35.0,62.0,11,2659176.0
710,24,968.0,7.0,10.0,2011,15.0,167.0,116.8,17.0,79,16.435714285714287,0,26.0,50.0,1,2545589.0
711,24,762.0,8.0,6.0,2011,15.0,162.2,115.2,14.0,79,16.435714285714287,0,29.0,55.0,7,2567481.0
712,24,876.0,5.0,9.0,2011,12.0,139.8,108.1,14.0,79,16.435714285714287,1,16.0,49.0,13,2907966.0
713,24,1068.0,10.0,6.0,2010,12.0,166.6,118.4,16.0,79,16.435714285714287,0,26.0,30.0,10,2586607.0
714,24,607.0,8.0,6.0,2010,11.0,161.2,110.6,14.0,79,16.435714285714287,0,44.0,30.0,12,2718081.0
715,24,674.0,9.0,5.0,2010,13.0,161.8,113.0,14.0,79,16.435714285714287,0,51.0,21.0,5,2681727.0
716,24,487.0,12.0,6.0,2010,14.0,173.1,118.1,18.0,79,16.435714285714287,0,48.0,23.0,9,2481564.0
717,24,1047.0,8.0,6.0,2010,12.0,164.4,111.0,14.0,79,16.435714285714287,0,49.0,17.0,3,2607559.0
718,24,636.0,8.0,6.0,2010,15.0,165.5,113.5,14.0,79,16.435714285714287,0,40.0,43.0,4,2608132.0
719,24,530.0,10.0,6.0,2010,14.0,162.6,114.1,16.0,79,16.435714285714287,0,39.0,43.0,11,2662059.0
720,24,968.0,7.0,10.0,2010,15.0,167.0,116.8,17.0,79,16.435714285714287,0,39.0,32.0,1,2541678.0
721,24,876.0,5.0,9.0,2010,12.0,139.8,108.1,14.0,79,16.435714285714287,0,27.0,33.0,13,2831419.0
722,24,1068.0,10.0,6.0,2009,12.0,166.6,118.4,16.0,79,16.435714285714287,0,26.0,79.0,10,2622510.0
723,24,762.0,8.0,6.0,2009,15.0,162.2,115.2,14.0,79,16.435714285714287,0,31.0,25.0,7,2631001.0
724,24,607.0,8.0,6.0,2009,11.0,161.2,110.6,14.0,79,16.435714285714287,0,45.0,31.0,12,2721257.0
725,24,674.0,9.0,5.0,2009,13.0,161.8,113.0,14.0,79,16.435714285714287,1,19.0,58.0,5,2892571.0
726,24,1047.0,8.0,6.0,2009,12.0,164.4,111.0,14.0,79,16.435714285714287,0,46.0,12.0,3,2614079.0
727,24,700.0,3.0,10.0,2009,12.0,160.6,110.1,13.0,79,16.435714285714287,0,27.0,48.0,6,2484668.0
728,24,636.0,8.0,6.0,2009,15.0,165.5,113.5,14.0,79,16.435714285714287,0,45.0,32.0,4,2600757.0
729,24,530.0,10.0,6.0,2009,14.0,162.6,114.1,16.0,79,16.435714285714287,0,41.0,32.0,11,2685282.0
730,24,920.0,10.0,5.0,2009,16.0,164.0,110.9,15.0,79,16.435714285714287,1,22.0,79.0,8,2859500.0
731,24,876.0,5.0,9.0,2009,12.0,139.8,108.1,14.0,79,16.435714285714287,0,29.0,24.0,13,2807553.0
732,24,1068.0,10.0,6.0,2008,12.0,166.6,118.4,16.0,79,16.435714285714287,0,19.0,58.0,10,2567187.0
733,24,607.0,8.0,6.0,2008,11.0,161.2,110.6,14.0,79,16.435714285714287,0,23.0,26.0,12,2735121.0
734,24,674.0,9.0,5.0,2008,13.0,161.8,113.0,14.0,79,16.435714285714287,0,26.0,38.0,5,2680956.0
735,24,1047.0,8.0,6.0,2008,12.0,164.4,111.0,14.0,79,16.435714285714287,0,39.0,34.0,3,2582175.0
736,24,487.0,12.0,6.0,2008,14.0,173.1,118.1,18.0,79,16.435714285714287,0,24.0,62.0,9,2543647.0
737,24,636.0,8.0,6.0,2008,15.0,165.5,113.5,14.0,79,16.435714285714287,0,29.0,33.0,4,2705879.0
738,24,530.0,10.0,6.0,2008,14.0,162.6,114.1,16.0,79,16.435714285714287,0,48.0,29.0,11,2699354.0
739,24,762.0,8.0,6.0,2008,15.0,162.2,115.2,14.0,79,16.435714285714287,0,23.0,51.0,7,2594465.0
740,24,920.0,10.0,5.0,2008,16.0,164.0,110.9,15.0,79,16.435714285714287,0,42.0,25.0,8,2590015.0
741,24,876.0,5.0,9.0,2008,12.0,139.8,108.1,14.0,79,16.435714285714287,0,34.0,41.0,13,2809504.0
742,24,1068.0,10.0,6.0,2007,12.0,166.6,118.4,16.0,79,16.435714285714287,0,45.0,11.0,10,2591318.0
743,24,607.0,8.0,6.0,2007,11.0,161.2,110.6,14.0,79,16.435714285714287,0,31.0,20.0,12,2754586.0
744,24,674.0,9.0,5.0,2007,13.0,161.8,113.0,14.0,79,16.435714285714287,1,16.0,73.0,5,3096041.0
745,24,1047.0,8.0,6.0,2007,12.0,164.4,111.0,14.0,79,16.435714285714287,0,43.0,13.0,3,2597297.0
746,24,487.0,12.0,6.0,2007,14.0,173.1,118.1,18.0,79,16.435714285714287,0,32.0,38.0,9,2567614.0
747,24,700.0,3.0,10.0,2007,12.0,160.6,110.1,13.0,79,16.435714285714287,0,41.0,28.0,6,2513196.0
748,24,636.0,8.0,6.0,2007,15.0,165.5,113.5,14.0,79,16.435714285714287,0,35.0,40.0,4,2641610.0
749,24,920.0,10.0,5.0,2007,16.0,164.0,110.9,15.0,79,16.435714285714287,0,38.0,51.0,8,2586731.0
750,24,876.0,5.0,9.0,2007,12.0,139.8,108.1,14.0,79,16.435714285714287,0,25.0,43.0,13,2803533.0
751,24,607.0,8.0,6.0,2006,11.0,161.2,110.6,14.0,79,16.435714285714287,0,33.0,16.0,12,2762108.0
752,24,1068.0,10.0,6.0,2006,12.0,166.6,118.4,16.0,79,16.435714285714287,0,41.0,12.0,10,2613049.0
753,24,674.0,9.0,5.0,2006,13.0,161.8,113.0,14.0,79,16.435714285714287,1,29.0,27.0,5,2699638.0
754,24,487.0,12.0,6.0,2006,14.0,173.1,118.1,18.0,79,16.435714285714287,0,29.0,16.0,9,2554929.0
755,24,700.0,3.0,10.0,2006,12.0,160.6,110.1,13.0,79,16.435714285714287,0,38.0,17.0,6,2519555.0
756,24,636.0,8.0,6.0,2006,15.0,165.5,113.5,14.0,79,16.435714285714287,0,36.0,21.0,4,2628157.0
757,24,920.0,10.0,5.0,2006,16.0,164.0,110.9,15.0,79,16.435714285714287,0,49.0,23.0,8,2591692.0
758,24,762.0,8.0,6.0,2006,15.0,162.2,115.2,14.0,79,16.435714285714287,0,43.0,11.0,7,2613522.0
759,24,876.0,5.0,9.0,2006,12.0,139.8,108.1,14.0,79,16.435714285714287,0,43.0,11.0,13,2827480.0
769,68,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,189,11.259615384615385,0,23.0,46.0,10,2561766.0
770,68,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,189,11.259615384615385,1,23.0,94.0,2,2436593.0
771,68,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,189,11.259615384615385,0,35.0,45.0,0,2526233.0
772,68,607.0,8.0,6.0,2018,11.0,161.2,110.6,14.0,189,11.259615384615385,0,40.0,41.0,12,2504919.0
773,68,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,189,11.259615384615385,0,45.0,51.0,3,2426998.0
774,68,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,189,11.259615384615385,0,40.0,32.0,9,2480864.0
775,68,700.0,3.0,10.0,2018,12.0,160.6,110.1,13.0,189,11.259615384615385,0,48.0,48.0,6,2479447.0
776,68,636.0,8.0,6.0,2018,15.0,165.5,113.5,14.0,189,11.259615384615385,0,41.0,44.0,4,2473887.0
777,68,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,189,11.259615384615385,0,41.0,57.0,11,2552985.0
778,68,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,189,11.259615384615385,0,45.0,36.0,1,2548294.0
779,68,762.0,8.0,6.0,2018,15.0,162.2,115.2,14.0,189,11.259615384615385,0,35.0,34.0,7,2564462.0
780,68,920.0,10.0,5.0,2018,16.0,164.0,110.9,15.0,189,11.259615384615385,0,53.0,55.0,8,2434846.0
781,68,1076.0,9.0,5.0,2017,16.0,172.7,120.2,14.0,189,11.259615384615385,0,25.0,60.0,2,2520564.0
782,68,1200.0,9.0,11.0,2017,15.0,158.4,110.3,20.0,189,11.259615384615385,0,40.0,31.0,0,2646727.0
783,68,607.0,8.0,6.0,2017,11.0,161.2,110.6,14.0,189,11.259615384615385,0,41.0,25.0,12,2744428.0
784,68,674.0,9.0,5.0,2017,13.0,161.8,113.0,14.0,189,11.259615384615385,0,37.0,50.0,5,2612927.0
785,68,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,189,11.259615384615385,0,54.0,20.0,3,2695356.0
786,68,487.0,12.0,6.0,2017,14.0,173.1,118.1,18.0,189,11.259615384615385,1,25.0,76.0,9,2596804.0
787,68,700.0,3.0,10.0,2017,12.0,160.6,110.1,13.0,189,11.259615384615385,0,26.0,65.0,6,2480663.0
788,68,636.0,8.0,6.0,2017,15.0,165.5,113.5,14.0,189,11.259615384615385,1,24.0,70.0,4,2690569.0
789,68,530.0,10.0,6.0,2017,14.0,162.6,114.1,16.0,189,11.259615384615385,1,19.0,97.0,11,3163777.0
790,68,968.0,7.0,10.0,2017,15.0,167.0,116.8,17.0,189,11.259615384615385,0,40.0,44.0,1,2539818.0
791,68,762.0,8.0,6.0,2017,15.0,162.2,115.2,14.0,189,11.259615384615385,1,15.0,97.0,7,2863711.0
792,68,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,189,11.259615384615385,0,33.0,89.0,8,2701235.0
793,68,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,189,11.259615384615385,0,26.0,22.0,13,2768462.0
873,60,1068.0,10.0,6.0,2018,12.0,166.6,118.4,16.0,32,8.789915966386555,0,23.0,46.0,10,2567611.0
874,60,1076.0,9.0,5.0,2018,16.0,172.7,120.2,14.0,32,8.789915966386555,1,23.0,94.0,2,2460263.0
875,60,1200.0,9.0,11.0,2018,15.0,158.4,110.3,20.0,32,8.789915966386555,0,35.0,45.0,0,2518706.0
876,60,607.0,8.0,6.0,2018,11.0,161.2,110.6,14.0,32,8.789915966386555,0,40.0,41.0,12,2507892.0
877,60,1047.0,8.0,6.0,2018,12.0,164.4,111.0,14.0,32,8.789915966386555,0,45.0,51.0,3,2437707.0
878,60,487.0,12.0,6.0,2018,14.0,173.1,118.1,18.0,32,8.789915966386555,0,40.0,32.0,9,2488118.0
879,60,700.0,3.0,10.0,2018,12.0,160.6,110.1,13.0,32,8.789915966386555,0,48.0,48.0,6,2490982.0
880,60,636.0,8.0,6.0,2018,15.0,165.5,113.5,14.0,32,8.789915966386555,0,41.0,44.0,4,2476054.0
881,60,530.0,10.0,6.0,2018,14.0,162.6,114.1,16.0,32,8.789915966386555,0,41.0,57.0,11,2547230.0
882,60,968.0,7.0,10.0,2018,15.0,167.0,116.8,17.0,32,8.789915966386555,0,45.0,36.0,1,2517208.0
883,60,1076.0,9.0,5.0,2017,16.0,172.7,120.2,14.0,32,8.789915966386555,0,25.0,60.0,2,2551279.0
884,60,1200.0,9.0,11.0,2017,15.0,158.4,110.3,20.0,32,8.789915966386555,0,40.0,31.0,0,2654261.0
885,60,674.0,9.0,5.0,2017,13.0,161.8,113.0,14.0,32,8.789915966386555,0,37.0,50.0,5,2658125.0
886,60,1047.0,8.0,6.0,2017,12.0,164.4,111.0,14.0,32,8.789915966386555,0,54.0,20.0,3,2724739.0
887,60,487.0,12.0,6.0,2017,14.0,173.1,118.1,18.0,32,8.789915966386555,1,25.0,76.0,9,2538315.0
888,60,636.0,8.0,6.0,2017,15.0,165.5,113.5,14.0,32,8.789915966386555,1,24.0,70.0,4,2739320.0
889,60,968.0,7.0,10.0,2017,15.0,167.0,116.8,17.0,32,8.789915966386555,0,40.0,44.0,1,2547448.0
890,60,762.0,8.0,6.0,2017,15.0,162.2,115.2,14.0,32,8.789915966386555,1,15.0,97.0,7,2853081.0
891,60,920.0,10.0,5.0,2017,16.0,164.0,110.9,15.0,32,8.789915966386555,0,33.0,89.0,8,2749888.0
892,60,876.0,5.0,9.0,2017,12.0,139.8,108.1,14.0,32,8.789915966386555,0,26.0,22.0,13,2782641.0
893,12,1200.0,9.0,11.0,2016,15.0,158.4,110.3,20.0,32,8.789915966386555,0,34.0,62.0,0,2648892.0
894,12,607.0,8.0,6.0,2016,11.0,161.2,110.6,14.0,32,8.789915966386555,0,40.0,37.0,12,2755111.0
895,12,700.0,3.0,10.0,2016,12.0,160.6,110.1,13.0,32,8.789915966386555,1,24.0,86.0,6,2845994.0
896,12,636.0,8.0,6.0,2016,15.0,165.5,113.5,14.0,32,8.789915966386555,1,18.0,100.0,4,2888852.0
